,fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
187,4025,Arizona,34.55193,-112.45232,500 N Us Highway 89,Northern Arizona VA Health Care System,VA Hospital,Prescott,AZ
188,4025,Arizona,34.55934330000008,-112.48111259999996,1003 Willow Creek Rd,Yavapai Regional Medical Center - West,Short Term Acute Care Hospital,Prescott,AZ
189,4025,Arizona,34.73572880000006,-112.029221,269 S Candy Ln,Verde Valley Medical Center,Short Term Acute Care Hospital,Cottonwood,AZ
190,4027,Arizona,32.682398800000044,-114.634916,2400 S Avenue A,Yuma Regional Medical Center,Short Term Acute Care Hospital,Yuma,AZ
191,5001,Arkansas,34.51774780000005,-91.55878369999994,1703 N Buerkle St,Baptist Health - Stuttgart,Short Term Acute Care Hospital,Stuttgart,AR
192,5001,Arkansas,34.27961370000003,-91.33815669999996,1641 S Whitehead Dr,DeWitt Hospital & Nursing Home,Critical Access Hospital,De Witt,AR
193,5003,Arkansas,33.13849430000005,-91.93886159999994,1015 Unity Rd,Ashley County Medical Center,Critical Access Hospital,Crossett,AR
194,5005,Arkansas,36.34295020000008,-92.39441849999996,624 Hospital Dr,Baxter Regional Medical Center,Short Term Acute Care Hospital,Mountain Home,AR
195,5007,Arkansas,36.18954280000003,-94.50834809999998,603 N Progress Ave,Siloam Springs Regional Hospital,Short Term Acute Care Hospital,Siloam Springs,AR
196,5007,Arkansas,36.30884780000002,-94.18289629999998,2710 S Rife Medical Ln,Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),Short Term Acute Care Hospital,Rogers,AR
197,5007,Arkansas,36.408641,-94.45934159999996,1101 Jackson St Sw,Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System),Critical Access Hospital,Gravette,AR
198,5009,Arkansas,36.23656980000004,-93.10882439999996,620 N Main St,North Arkansas Regional Medical Center,Short Term Acute Care Hospital,Harrison,AR
199,5011,Arkansas,33.61077020000005,-92.05913779999996,404 S Bradley St,Bradley County Medical Center,Critical Access Hospital,Warren,AR
200,5015,Arkansas,36.358969900000034,-93.55169789999997,214 Carter St,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Critical Access Hospital,Berryville,AR
201,5017,Arkansas,33.306322900000055,-91.28955269999994,2729 S Highway 65 82,Chicot Memorial Medical Center,Critical Access Hospital,Lake Village,AR
202,5019,Arkansas,34.122826400000065,-93.08873609999996,3050 Twin Rivers Dr,Baptist Health - Arkadelphia,Critical Access Hospital,Arkadelphia,AR
203,5021,Arkansas,36.3918,-90.2046,1206 Gordon Duckworth Dr,Piggott Community Hospital,Critical Access Hospital,Piggott,AR
204,5023,Arkansas,35.504482,-91.99805919999994,1800 ByPass Rd,Baptist Health - Heber Springs,Critical Access Hospital,Heber Springs,AR
205,5027,Arkansas,33.27425690000007,-93.23918479999998,101 Hospital Dr,Magnolia Regional Medical Center,Short Term Acute Care Hospital,Magnolia,AR
206,44007,Rhode Island,41.83231540000003,-71.43400669999994,830 Chalkstone Ave,Providence VA Medical Center,VA Hospital,Providence,RI
207,5029,Arkansas,35.16795430000008,-92.7213852,4 Hospital Dr,CHI St Vincent Morrilton,Critical Access Hospital,Morrilton,AR
208,5031,Arkansas,35.86686780000008,-90.63670429999996,4800 E Johnson Ave,NEA Baptist Memorial Hospital,Short Term Acute Care Hospital,Jonesboro,AR
209,5031,Arkansas,35.838368,-90.703918,225 E Washington Ave,St Bernards Medical Center,Short Term Acute Care Hospital,Jonesboro,AR
210,5033,Arkansas,35.43517890000004,-94.33868159999996,211 Crawford Memorial Dr,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Short Term Acute Care Hospital,Van Buren,AR
211,5037,Arkansas,35.219663500000024,-90.78626779999996,310 Falls Blvd S,CrossRidge Community Hospital,Critical Access Hospital,Wynne,AR
212,5039,Arkansas,33.8116,-92.425,201 N Clifton St,Dallas County Medical Center,Critical Access Hospital,Fordyce,AR
213,5041,Arkansas,33.6188,-91.3934,900 S 3rd St,McGehee Hospital (AKA McGehee-Desha County Hospital),Critical Access Hospital,McGehee,AR
214,5041,Arkansas,33.873186900000064,-91.48025659999996,811 Highway 65 S,Delta Memorial Hospital,Critical Access Hospital,Dumas,AR
215,5043,Arkansas,33.60754730000008,-91.81502029999996,778 Scogin Dr,Drew Memorial Health System (FKA Drew Memorial Hospital),Short Term Acute Care Hospital,Monticello,AR
216,5045,Arkansas,35.08598470000004,-92.45766129999998,2302 College Ave,Conway Regional Medical Center,Short Term Acute Care Hospital,Conway,AR
217,5047,Arkansas,35.485691400000064,-93.83348729999994,801 W River St,Mercy Hospital Ozark,Critical Access Hospital,Ozark,AR
218,5051,Arkansas,34.510017,-93.05718949999994,300 Prospect Ave,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Short Term Acute Care Hospital,Hot Springs,AR
219,5051,Arkansas,34.486004,-93.035211,1910 Malvern Ave,National Park Medical Center,Short Term Acute Care Hospital,Hot Springs,AR
220,5051,Arkansas,34.46817020000003,-93.06631349999998,300 Werner St,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Short Term Acute Care Hospital,Hot Springs,AR
221,5055,Arkansas,36.06,-90.5,900 W Kingshwy,Arkansas Methodist Medical Center,Short Term Acute Care Hospital,Paragould,AR
222,5057,Arkansas,33.64909990000007,-93.58689519999996,2001 S Main St,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Short Term Acute Care Hospital,Hope,AR
223,5059,Arkansas,34.35878930000007,-92.785668,1001 Schneider Dr,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Short Term Acute Care Hospital,Malvern,AR
224,45019,South Carolina,32.78411970000008,-79.95406889999998,109 Bee St,Ralph H Johnson VA Medical Center,VA Hospital,Charleston,SC
225,5061,Arkansas,33.94955780000004,-93.88054819999996,130 Medical Cir,Howard Memorial Hospital,Critical Access Hospital,Nashville,AR
226,5063,Arkansas,35.767669700000056,-91.63433269999996,1710 Harrison St,White River Medical Center,Short Term Acute Care Hospital,Batesville,AR
227,5069,Arkansas,34.188636,-92.01767639999996,1600 W 40th Ave,Jefferson Regional Medical Center,Short Term Acute Care Hospital,Pine Bluff,AR
228,5071,Arkansas,35.4643,-93.4449,1100 E Poplar St,Johnson Regional Medical Center,Short Term Acute Care Hospital,Clarksville,AR
229,5075,Arkansas,36.0747,-90.9688,1309 W Main St,Lawrence Memorial Hospital,Critical Access Hospital,Walnut Ridge,AR
230,5083,Arkansas,35.28921320000006,-93.7248661,500 E Academy St,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Critical Access Hospital,Paris,AR
231,5083,Arkansas,35.14044350000006,-93.934819,880 W Main St,Mercy Hospital Booneville (FKA Booneville Community Hospital),Critical Access Hospital,Booneville,AR
232,5093,Arkansas,35.69986350000005,-89.97562419999997,611 W Lee Ave,South Mississippi County Regional Medical Center,Critical Access Hospital,Osceola,AR
233,5093,Arkansas,35.942244,-89.9188352,1520 N Division St,Great River Medical Center,Short Term Acute Care Hospital,Blytheville,AR
234,5103,Arkansas,33.57586440000006,-92.83626019999996,638 California Ave Sw,Ouachita County Medical Center,Short Term Acute Care Hospital,Camden,AR
235,5107,Arkansas,34.51021910000003,-90.62717929999997,1801 Martin Luther King Jr Dr,Helena Regional Medical Center,Short Term Acute Care Hospital,Helena,AR
236,5113,Arkansas,34.58918750000004,-94.22164209999994,311 Morrow St N,Mena Regional Health System,Short Term Acute Care Hospital,Mena,AR
237,5115,Arkansas,35.28319,-93.149218,1808 W Main St,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Short Term Acute Care Hospital,Russellville,AR
238,5119,Arkansas,34.783804400000065,-92.2229774,3333 Springhill Dr,Baptist Health - North Little Rock,Short Term Acute Care Hospital,North Little Rock,AR
239,5119,Arkansas,34.748863,-92.32121779999994,4301 W Markham St,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Short Term Acute Care Hospital,Little Rock,AR
240,5119,Arkansas,34.749804,-92.33959689999996,2 Saint Vincent Cir,CHI St Vincent Infirmary,Short Term Acute Care Hospital,Little Rock,AR
241,5119,Arkansas,34.74636760000004,-92.32046749999996,4300 W 7th St,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,VA Hospital,Little Rock,AR
242,5119,Arkansas,34.744562200000075,-92.381458,9601 Baptist Health Dr,Baptist Health - Little Rock,Short Term Acute Care Hospital,Little Rock,AR
243,5119,Arkansas,34.800302300000055,-92.34909319999996,5201 Northshore Dr,Arkansas Surgical Hospital,Short Term Acute Care Hospital,North Little Rock,AR
244,5119,Arkansas,34.73906750000003,-92.39330609999996,1701 S Shackleford Rd,Arkansas Heart Hospital,Short Term Acute Care Hospital,Little Rock,AR
245,5119,Arkansas,34.813402300000064,-92.20912419999996,2215 Wildwood Ave,CHI St Vincent North,Short Term Acute Care Hospital,Sherwood,AR
246,5119,Arkansas,34.74294960000003,-92.29296849999996,1 Childrens Way,Arkansas Childrens Hospital,Childrens Hospital,Little Rock,AR
247,5121,Arkansas,36.29004520000007,-90.9974883,2801 Medical Center Dr,St Bernards Five Rivers (FKA Five Rivers Medical Center),Short Term Acute Care Hospital,Pocahontas,AR
248,5123,Arkansas,35.026145100000065,-90.77901819999994,1601 New Castle Rd,Forrest City Medical Center,Short Term Acute Care Hospital,Forrest City,AR
249,5125,Arkansas,34.573828400000025,-92.58556309999994,1 Medical Park Dr,Saline Memorial Hospital,Short Term Acute Care Hospital,Benton,AR
250,5127,Arkansas,34.8968,-94.1074,1341 W 6th St,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Critical Access Hospital,Waldron,AR
251,5131,Arkansas,35.374113600000044,-94.419774,1001 Towson Ave,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Short Term Acute Care Hospital,Fort Smith,AR
252,5131,Arkansas,35.355797100000075,-94.3526657,7301 Rogers Ave,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Short Term Acute Care Hospital,Fort Smith,AR
253,5137,Arkansas,35.85672310000007,-92.08295879999996,2106 E Main St,Stone County Medical Center,Critical Access Hospital,Mountain View,AR
254,5139,Arkansas,33.2183,-92.6722,700 W Grove St,Medical Center of South Arkansas,Short Term Acute Care Hospital,El Dorado,AR
255,5141,Arkansas,35.559199,-92.452208,2500 Highway 65 S,Ozark Health Medical Center,Critical Access Hospital,Clinton,AR
256,5143,Arkansas,36.07739820000006,-94.15693059999997,1100 N College Ave,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),VA Hospital,Fayetteville,AR
257,5143,Arkansas,36.12152040000007,-94.13418449999996,3873 N Parkview Dr,Northwest Health Physicians Specialty Hospital,Short Term Acute Care Hospital,Fayetteville,AR
258,5143,Arkansas,36.18013970000004,-94.13682289999996,609 W Maple Ave,Northwest Medical Center - Springdale,Short Term Acute Care Hospital,Springdale,AR
259,5143,Arkansas,36.10920310000006,-94.15953459999996,3215 N Northhills Blvd,Washington Regional Medical Center,Short Term Acute Care Hospital,Fayetteville,AR
260,5145,Arkansas,35.25068780000004,-91.69233329999996,3214 E Race Ave,Unity Health - White County Medical Center,Short Term Acute Care Hospital,Searcy,AR
261,5149,Arkansas,35.05454560000004,-93.388009,719 Detroit Ave,John Ed Chambers Memorial Hospital,Short Term Acute Care Hospital,Danville,AR
262,5149,Arkansas,35.2202,-93.1565,200 N 3rd St,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Critical Access Hospital,Dardanelle,AR
263,6001,California,37.63367780000005,-122.08854839999998,27200 Calaroga Ave,St Rose Hospital,Short Term Acute Care Hospital,Hayward,CA
264,6001,California,37.821677,-122.26308459999996,350 Hawthorne Ave,Alta Bates Summit Medical Center - Summit Campus,Short Term Acute Care Hospital,Oakland,CA
265,6001,California,37.71223620000006,-122.14335239999996,13855 E 14th St,San Leandro Hospital,Short Term Acute Care Hospital,San Leandro,CA
266,6001,California,37.55726,-121.97976039999998,2000 Mowry Ave,Washington Hospital,Short Term Acute Care Hospital,Fremont,CA
267,6001,California,37.76278060000004,-122.25349109999996,2070 Clinton Ave,Alameda Hospital,Short Term Acute Care Hospital,Alameda,CA
268,6001,California,37.69339460000003,-121.88034169999996,5555 W Las Positas Blvd,Stanford Health Care - ValleyCare Medical Center,Short Term Acute Care Hospital,Pleasanton,CA
269,6001,California,37.85562790000006,-122.25750139999997,2450 Ashby Ave,Alta Bates Summit Medical Center - Alta Bates Campus,Short Term Acute Care Hospital,Berkeley,CA
270,6001,California,37.823492300000055,-122.25812179999996,3600 Broadway,Kaiser Permanente - Oakland Medical Center,Short Term Acute Care Hospital,Oakland,CA
271,6001,California,37.69834050000003,-122.08969149999996,20103 Lake Chabot Rd,Eden Medical Center,Short Term Acute Care Hospital,Castro Valley,CA
272,6005,California,38.35048260000008,-120.764465,200 Mission Blvd,Sutter Amador Hospital,Short Term Acute Care Hospital,Jackson,CA
273,6007,California,39.74258670000006,-121.849727,1531 Esplanade,Enloe Medical Center,Short Term Acute Care Hospital,Chico,CA
274,6007,California,39.50625970000005,-121.54109279999994,2767 Olive Hwy,Oroville Hospital,Short Term Acute Care Hospital,Oroville,CA
275,6009,California,38.190076100000056,-120.6706256,768 Mountain Ranch Rd,Mark Twain Medical Center,Critical Access Hospital,San Andreas,CA
276,6011,California,39.20630060000008,-122.00071449999996,199 E Webster St,Colusa Regional Medical Center,Short Term Acute Care Hospital,Colusa,CA
277,6013,California,37.98289960000005,-122.03375649999998,2540 East St,John Muir Health - Concord Medical Center,Short Term Acute Care Hospital,Concord,CA
278,6013,California,37.982759300000055,-121.8029656,3901 Lone Tree Way,Sutter Delta Medical Center,Short Term Acute Care Hospital,Antioch,CA
279,6013,California,37.77597050000003,-121.95824259999996,6001 Norris Canyon Rd,San Ramon Regional Medical Center,Short Term Acute Care Hospital,San Ramon,CA
280,6013,California,37.95084180000004,-121.77492859999997,4501 Sand Creek Rd,Kaiser Permanente - Antioch Medical Center,Short Term Acute Care Hospital,Antioch,CA
281,6013,California,38.006764,-122.13279369999998,2500 Alhambra Ave,Contra Costa Regional Medical Center,Short Term Acute Care Hospital,Martinez,CA
282,6013,California,37.89143680000007,-122.05894179999996,1425 S Main St,Kaiser Permanente - Walnut Creek Medical Center,Short Term Acute Care Hospital,Walnut Creek,CA
283,6013,California,37.91287690000007,-122.04094979999996,1601 Ygnacio Valley Rd,John Muir Health - Walnut Creek Medical Center,Short Term Acute Care Hospital,Walnut Creek,CA
284,6015,California,41.77365880000008,-124.19424689999994,800 E Washington Blvd,Sutter Coast Hospital,Short Term Acute Care Hospital,Crescent City,CA
285,6017,California,38.72467,-120.79165009999996,1100 Marshall Way,Marshall Medical Center,Short Term Acute Care Hospital,Placerville,CA
286,6017,California,38.91165310000008,-119.99780909999998,2170 South Ave,Barton Memorial Hospital (AKA Barton Health),Short Term Acute Care Hospital,South Lake Tahoe,CA
287,6019,California,36.60807870000008,-119.4517641,372 W Cypress Ave,Adventist Health Reedley,Short Term Acute Care Hospital,Reedley,CA
288,6019,California,36.742835,-119.78485429999996,2823 Fresno St,Community Regional Medical Center,Short Term Acute Care Hospital,Fresno,CA
289,6019,California,36.835202200000026,-119.76552779999996,1303 E Herndon Ave,Saint Agnes Medical Center,Short Term Acute Care Hospital,Fresno,CA
290,6019,California,36.83904290000004,-119.660354,2755 Herndon Ave,Clovis Community Medical Center,Short Term Acute Care Hospital,Clovis,CA
291,6019,California,36.82484590000007,-119.78191439999996,6125 N Fresno St,Fresno Surgical Hospital,Short Term Acute Care Hospital,Fresno,CA
292,6019,California,36.84243310000005,-119.780467,7300 N Fresno St,Kaiser Permanente - Fresno Medical Center,Short Term Acute Care Hospital,Fresno,CA
293,6019,California,36.85991530000007,-119.7887439,15 E Audubon Dr,Fresno Heart & Surgical Hospital,Short Term Acute Care Hospital,Fresno,CA
294,6021,California,39.52132080000007,-122.20804629999998,1133 W Sycamore St,Glenn Medical Center,Critical Access Hospital,Willows,CA
295,6023,California,40.10164150000003,-123.79224069999998,733 Cedar St,Jerold Phelps Community Hospital,Critical Access Hospital,Garberville,CA
296,6023,California,40.58273440000005,-124.1362107,3300 Renner Dr,Redwood Memorial Hospital,Critical Access Hospital,Fortuna,CA
297,6023,California,40.89633610000004,-124.09167069999997,3800 Janes Rd,Mad River Community Hospital,Short Term Acute Care Hospital,Arcata,CA
298,6023,California,40.78401570000005,-124.14237859999996,2700 Dolbeer St,St Joseph Hospital - Eureka,Short Term Acute Care Hospital,Eureka,CA
299,54003,West Virginia,39.41421290000005,-77.91143849999997,510 Butler Ave,Martinsburg VA Medical Center,VA Hospital,Martinsburg,WV
300,6025,California,32.78043330000003,-115.568571,1415 Ross Ave,El Centro Regional Medical Center,Short Term Acute Care Hospital,El Centro,CA
301,6025,California,32.95911250000006,-115.55390659999996,207 W Legion Rd,Pioneers Memorial Hospital (AKA Pioneers Memorial Healthcare District),Short Term Acute Care Hospital,Brawley,CA
302,6027,California,36.60905390000005,-118.05785289999994,501 E Locust St,Southern Inyo Hospital (AKA Southern Inyo Healthcare District),Critical Access Hospital,Lone Pine,CA
303,6027,California,37.36218260000004,-118.40715219999998,150 Pioneer Ln,Northern Inyo Hospital,Critical Access Hospital,Bishop,CA
304,6029,California,35.635214,-118.40601969999994,6412 Laurel Ave,Kern Valley Healthcare District,Critical Access Hospital,Lake Isabella,CA
305,6029,California,35.147446,-118.4504419,1100 Magellan Dr,Adventist Health Tehachapi Valley (FKA Tehachapi Hospital),Critical Access Hospital,Tehachapi,CA
306,6029,California,35.38293470000008,-118.97053309999995,1700 Mount Vernon Ave,Kern Medical (FKA Kern Medical Center),Short Term Acute Care Hospital,Bakersfield,CA
307,6029,California,35.37278470000007,-119.02764259999998,2215 Truxtun Ave,Mercy Hospital Downtown - Bakersfield,Short Term Acute Care Hospital,Bakersfield,CA
308,6029,California,35.351561100000026,-119.05762979999996,901 Olive Dr,Good Samaritan Hospital,Short Term Acute Care Hospital,Bakersfield,CA
309,6029,California,35.76228540000005,-119.23925189999994,1401 Garces Hwy,Delano Regional Medical Center (AKA Adventist Health Delano),Short Term Acute Care Hospital,Delano,CA
310,6029,California,35.38470810000007,-119.03991709999995,3001 Sillect Ave,Bakersfield Heart Hospital,Short Term Acute Care Hospital,Bakersfield,CA
311,6029,California,35.64086,-117.671187,1081 N China Lake Blvd,Ridgecrest Regional Hospital,Critical Access Hospital,Ridgecrest,CA
312,6029,California,35.38337440000004,-119.0206543,2615 Chester Ave,Adventist Health Bakersfield (FKA San Joaquin Community Hospital),Short Term Acute Care Hospital,Bakersfield,CA
313,6029,California,35.39170380000007,-119.006893,420 34th St,Memorial Hospital - Bakersfield (FKA Bakersfield Memorial Hospital),Short Term Acute Care Hospital,Bakersfield,CA
314,6031,California,36.32378720000003,-119.66644659999996,115 Mall Dr,Adventist Health Hanford,Short Term Acute Care Hospital,Hanford,CA
315,6033,California,38.9355,-122.6201,15630 18th Ave,Adventist Health Clear Lake (FKA St Helena Hospital - Clear Lake),Critical Access Hospital,Clearlake,CA
316,6033,California,39.104428100000064,-122.906501,5176 Hill Rd E,Sutter Lakeside Hospital,Critical Access Hospital,Lakeport,CA
317,6035,California,40.43667260000007,-120.62781309999995,1800 Spring Ridge Dr,Banner Lassen Medical Center,Critical Access Hospital,Susanville,CA
318,6037,California,33.33916080000006,-118.33071619999998,100 Falls Canyon Rd,Catalina Island Medical Center,Critical Access Hospital,Avalon,CA
319,6037,California,34.09747440000007,-118.28977249999996,4650 W Sunset Blvd,Childrens Hospital Los Angeles,Childrens Hospital,Los Angeles,CA
320,6037,California,33.80836050000005,-118.18732359999996,2801 Atlantic Ave,Miller Childrens & Womens Hospital Long Beach,Childrens Hospital,Long Beach,CA
321,6037,California,34.204535100000044,-118.216049,1812 Verdugo Blvd,USC Verdugo Hills Hospital,Short Term Acute Care Hospital,Glendale,CA
322,6037,California,34.19503160000005,-118.46329329999998,15107 Vanowen St,Valley Presbyterian Hospital,Short Term Acute Care Hospital,Van Nuys,CA
323,6037,California,34.100917,-118.10559259999997,438 W Las Tunas Dr,San Gabriel Valley Medical Center,Short Term Acute Care Hospital,San Gabriel,CA
324,6037,California,34.21838580000008,-118.43020629999997,13651 Willard St,Panorama City Medical Center,Short Term Acute Care Hospital,Panorama City,CA
325,6037,California,34.09834110000003,-118.29459079999998,4867 W Sunset Blvd,Los Angeles Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
326,6037,California,33.91915280000006,-118.1288176,9333 Imperial Hwy,Downey Medical Center,Short Term Acute Care Hospital,Downey,CA
327,6037,California,33.779809,-118.186299,1050 Linden Ave,St Mary Medical Center Long Beach,Short Term Acute Care Hospital,Long Beach,CA
328,6037,California,33.96980410000003,-118.04907329999998,12401 Washington Blvd,PIH Health Hospital - Whittier (FKA Presbyterian Intercommunity Hospital),Short Term Acute Care Hospital,Whittier,CA
329,6037,California,34.132011,-117.968093,1500 Duarte Rd,City of Hope Helford Clinical Research Hospital,Short Term Acute Care Hospital,Duarte,CA
330,6037,California,34.03748880000006,-118.26614489999996,1401 S Grand Ave,California Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
331,6037,California,34.099908,-118.327509,6245 De Longpre Ave,Southern California Hospital at Hollywood (FKA Hollywood Community Hospital),Short Term Acute Care Hospital,Los Angeles,CA
332,6037,California,34.15745,-118.4868009,16237 Ventura Blvd,Encino Hospital Medical Center,Short Term Acute Care Hospital,Encino,CA
333,6037,California,33.98936,-118.2242657,2623 E Slauson Ave,Community Hospital of Huntington Park,Short Term Acute Care Hospital,Huntington Park,CA
334,6037,California,34.071352,-117.944755,725 S Orange Ave,West Covina Medical Center (AKA Doctors Hospital of West Covina),Short Term Acute Care Hospital,West Covina,CA
335,6037,California,34.04925790000004,-118.21724529999996,1720 E Cesar E Chavez Ave,Adventist Health White Memorial (FKA White Memorial Medical Center),Short Term Acute Care Hospital,Los Angeles,CA
336,6037,California,33.930826,-118.203228,3630 E Imperial Hwy,St Francis Medical Center,Short Term Acute Care Hospital,Lynwood,CA
337,6037,California,34.027099,-118.48630509999998,1250 16th St,UCLA Health - Santa Monica Medical Center,Short Term Acute Care Hospital,Santa Monica,CA
338,6037,California,34.22009550000007,-118.53311359999998,18300 Roscoe Blvd,Northridge Hospital Medical Center,Short Term Acute Care Hospital,Northridge,CA
339,6037,California,34.09604250000007,-118.29062039999997,1300 N Vermont Ave,CHA Hollywood Presbyterian Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
340,6037,California,34.12808620000004,-118.25695639999998,1420 S Central Ave,Glendale Memorial Hospital,Short Term Acute Care Hospital,Glendale,CA
341,6037,California,33.73836150000005,-118.30504309999998,1300 W 7th St,Providence Little Company of Mary Medical Center San Pedro,Short Term Acute Care Hospital,San Pedro,CA
342,6037,California,33.91277260000004,-118.09882569999996,13100 Studebaker Rd,Coast Plaza Hospital,Short Term Acute Care Hospital,Norwalk,CA
343,6037,California,34.5828,-118.1443,38600 Medical Center Dr,Palmdale Regional Medical Center,Short Term Acute Care Hospital,Palmdale,CA
344,6037,California,34.12756020000006,-117.86511709999996,150 W Route 66,Glendora Oaks Behavioral Health Hospital (FKA Glendora Community Hospital),Psychiatric Hospital,Glendora,CA
345,6037,California,34.07607580000007,-117.75044939999998,1798 N Garey Ave,Pomona Valley Hospital Medical Center,Short Term Acute Care Hospital,Pomona,CA
346,6037,California,34.156213800000046,-118.3284546,501 S Buena Vista St,Providence Saint Joseph Medical Center,Short Term Acute Care Hospital,Burbank,CA
347,6037,California,34.13444860000004,-118.04166229999998,300 W Huntington Dr,Methodist Hospital of Southern California,Short Term Acute Care Hospital,Arcadia,CA
348,6037,California,34.15021390000004,-118.23045909999996,1509 Wilson Ter,Adventist Health Glendale (FKA Glendale Adventist Medical Center),Short Term Acute Care Hospital,Glendale,CA
349,6037,California,33.806950200000074,-118.19285319999994,2776 Pacific Ave,College Medical Center (FKA Pacific Hospital of Long Beach),Short Term Acute Care Hospital,Long Beach,CA
350,6037,California,34.279939400000046,-118.45991629999996,15031 Rinaldi St,Providence Holy Cross Medical Center,Short Term Acute Care Hospital,Mission Hills,CA
351,6037,California,34.03077390000004,-118.47964449999996,2121 Santa Monica Blvd,Providence Saint Johns Health Center (FKA St Johns Health Center),Short Term Acute Care Hospital,Santa Monica,CA
352,6037,California,33.777569,-118.11894279999996,5901 E 7th St,VA Long Beach Healthcare System (AKA Tibor Rubin VA Medical Center),VA Hospital,Long Beach,CA
353,6037,California,34.066476400000056,-118.44657379999995,757 Westwood Plz,Ronald Reagan UCLA Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
354,6037,California,34.09030510000008,-118.1440538,100 S Raymond Ave,Alhambra Hospital Medical Center,Short Term Acute Care Hospital,Alhambra,CA
355,6037,California,33.838467800000046,-118.35724359999996,4101 Torrance Blvd,Providence Little Company of Mary Medical Center Torrance,Short Term Acute Care Hospital,Torrance,CA
356,6037,California,34.015015,-118.100636,309 W Beverly Blvd,Beverly Hospital,Short Term Acute Care Hospital,Montebello,CA
357,6037,California,33.81191570000004,-118.34349449999996,3330 Lomita Blvd,Torrance Memorial Medical Center,Short Term Acute Care Hospital,Torrance,CA
358,6037,California,34.240099100000066,-118.39649619999994,9449 San Fernando Rd,Pacifica Hospital of the Valley,Short Term Acute Care Hospital,Sun Valley,CA
359,6037,California,34.08787380000007,-117.89350049999996,210 W San Bernardino Rd,Emanate Health Inter-Community Hospital (FKA Inter-Community Hospital),Short Term Acute Care Hospital,Covina,CA
360,6037,California,33.934150300000056,-118.13174339999996,11500 Brookshire Ave,PIH Health Hospital - Downey (FKA Downey Regional Medical Center and Downey Medical Group),Short Term Acute Care Hospital,Downey,CA
361,6037,California,34.133639,-118.152753,100 W California Blvd,Huntington Hospital (FKA Huntington Memorial Hospital),Short Term Acute Care Hospital,Pasadena,CA
362,6037,California,33.788237700000025,-118.295397,25825 Vermont Ave,South Bay Medical Center,Short Term Acute Care Hospital,Harbor City,CA
363,6037,California,33.892992900000024,-118.29500489999998,1145 W Redondo Beach Blvd,Memorial Hospital of Gardena,Short Term Acute Care Hospital,Gardena,CA
364,6037,California,34.05419880000005,-118.26505929999996,1225 Wilshire Blvd,PIH Health Good Samaritan Hospital,Short Term Acute Care Hospital,Los Angeles,CA
365,6037,California,34.20292550000005,-118.62877909999996,7300 Medical Center Dr,West Hills Hospital & Medical Center,Short Term Acute Care Hospital,West Hills,CA
366,6037,California,33.80836050000005,-118.18732359999996,2801 Atlantic Ave,Long Beach Medical Center (FKA Long Beach Memorial Medical Center),Short Term Acute Care Hospital,Long Beach,CA
367,6037,California,33.87431360000005,-118.12973189999995,9542 Artesia Blvd,Los Angeles Community Hospital at Bellflower (FKA Bellflower Medical Center),Short Term Acute Care Hospital,Bellflower,CA
368,6037,California,34.03834660000007,-118.37590009999997,6041 Cadillac Ave,West Los Angeles Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
369,6037,California,34.06550160000006,-117.98645239999996,1011 Baldwin Park Blvd,Baldwin Park Medical Center,Short Term Acute Care Hospital,Baldwin Park,CA
370,6037,California,33.949821600000064,-118.00332959999996,9080 Colima Rd,Whittier Hospital Medical Center,Short Term Acute Care Hospital,Whittier,CA
371,6037,California,34.04954780000003,-118.1383262,900 S Atlantic Blvd,Monterey Park Hospital,Short Term Acute Care Hospital,Monterey Park,CA
372,6037,California,34.06789470000007,-118.12380429999996,525 N Garfield Ave,Garfield Medical Center,Short Term Acute Care Hospital,Monterey Park,CA
373,6037,California,34.048051600000065,-118.04340029999996,1701 Santa Anita Ave,Greater El Monte Community Hospital,Short Term Acute Care Hospital,South El Monte,CA
374,6037,California,33.9507,-118.3482,555 E Hardy St,Centinela Hospital Medical Center,Short Term Acute Care Hospital,Inglewood,CA
