fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
46680,Liaoning,China,109658,59,234808,7172,20210119,289939,181488,1066.0,45961,62068
28446,Jilin,China,314323,23718,53241,92630,20210119,289939,143982,1066.0,77513,15625
11745,,Singapore,323342,31973,291495,43446,20210119,289939,348367,1066.0,40377,29965
43755,Hong Kong,Hong Kong,254422,12637,25482,50937,20210119,289939,215663,1066.0,38430,75534
38901,Gansu,China,314529,17651,212069,186750,20210119,289939,327642,1066.0,39816,7677
34107,Xinjiang,China,275145,1908,155718,138420,20210119,289939,143369,1066.0,85974,46479
17640,Inner Mongolia,China,76135,35482,30270,189614,20210119,289939,331094,1066.0,44186,11048
38040,Ningxia,China,266074,15320,47327,213426,20210119,289939,319333,1066.0,29541,14985
14806,Unassigned Location (From Diamond Princess),US,221738,21357,59563,197381,20210119,289939,149065,1066.0,56974,69059
29914,,Thailand,227636,1845,146801,103815,20210119,289939,273339,1066.0,52566,25749
5928,,Bahrain,85752,11966,138851,176391,20210119,289939,264423,1066.0,59120,2853
37561,Taiwan,Taiwan,35629,17424,280046,16627,20210119,289939,120941,1066.0,71556,51413
2832,,Germany,49339,4637,57475,27372,20210119,289939,125648,1066.0,50165,67088
37336,,Kuwait,316031,7090,11177,75006,20210119,289939,138920,1066.0,29992,59791
31217,,Spain,183071,29286,43268,45213,20210119,289939,215334,1066.0,48937,77131
41770,,Iraq,54739,32499,92096,51177,20210119,289939,135500,1066.0,35318,26916
49200,,Oman,329207,36241,226081,142626,20210119,289939,207418,1066.0,3579,17745
34791,,Croatia,325023,22661,196869,155131,20210119,289939,275334,1066.0,28841,37056
25112,,Austria,98319,2207,230590,185552,20210119,289939,291353,1066.0,28715,47164
22652,,Finland,151987,22672,271732,161393,20210119,289939,202267,1066.0,13763,10129
28803,,Israel,276645,9039,209271,138479,20210119,289939,152293,1066.0,5886,57075
4100,,Lebanon,258077,24696,7523,13304,20210119,289939,168119,1066.0,61053,76926
23822,,Pakistan,243931,29547,7598,56041,20210119,289939,64858,1066.0,14712,58856
25328,,Sweden,234985,34483,52827,27205,20210119,289939,75112,1066.0,40551,48548
17334,,Brazil,206855,12171,54476,129123,20210119,289939,172812,1066.0,7144,34701
12065,,Georgia,194899,12154,250008,132677,20210119,289939,207409,1066.0,34948,43301
4826,,Greece,346314,6413,264003,223929,20210119,289939,109609,1066.0,26273,73275
3699,,North Macedonia,243668,21376,283997,79803,20210119,289939,181828,1066.0,53450,48367
49387,,Norway,203397,32948,123912,71256,20210119,289939,308771,1066.0,56757,46508
47095,,Romania,131326,30414,87647,179703,20210119,289939,60813,1066.0,27102,26311
34616,Hubei,China,143925,6133,215509,76635,20210119,289939,292290,1066.0,80086,66343
14084,,South Korea,359956,14239,241248,159756,20210119,289939,218575,1066.0,63475,22292
32442,Guangdong,China,198468,9621,210945,228316,20210119,289939,276464,1066.0,48110,60236
2761,He,China,193354,29949,204301,147724,20210119,289939,298797,1066.0,77149,10407
41577,Zhejiang,China,241317,21890,116736,193890,20210119,289939,197161,1066.0,75364,51578
17981,Hu,China,105540,22686,192053,207711,20210119,289939,286468,1066.0,10519,19391
32927,Anhui,China,201448,224,236145,39759,20210119,289939,67357,1066.0,59423,52468
19169,Jiangxi,China,96899,24922,236966,43999,20210119,289939,314260,1066.0,57727,31922
28562,Shandong,China,79876,4503,85719,29565,20210119,289939,191376,1066.0,24580,56226
24387,,Italy,270348,10248,201764,39501,20210119,289939,299001,1066.0,23624,23458
28344,Jiangsu,China,249620,9352,125134,47414,20210119,289939,237636,1066.0,20685,29700
48015,Chongqing,China,366960,25077,26353,191299,20210119,289939,200312,1066.0,89672,77623
11029,Sichuan,China,131249,33463,119370,78058,20210119,289939,216412,1066.0,77436,14079
20298,Heilongjiang,China,214366,20348,2831,65939,20210119,289939,278845,1066.0,74663,44191
1187,Beijing,China,106629,20877,44422,95976,20210119,289939,233845,1066.0,14555,73134
2832,Shanghai,China,283884,950,131944,22699,20210119,289939,187797,1066.0,35549,71139
46807,Hebei,China,270489,328,76256,93757,20210119,289939,272785,1066.0,21117,78554
11431,Fujian,China,63253,868,271929,223877,20210119,289939,225535,1066.0,12446,16402
38894,Guangxi,China,48125,8212,234842,99079,20210119,289939,325525,1066.0,61092,34680
10544,,Iran,103591,23008,77899,210563,20210119,289939,120470,1066.0,28045,42829
33062,Shaanxi,China,197513,34329,251458,140609,20210119,289939,75940,1066.0,16863,21537
44785,,Japan,353308,32170,116333,89479,20210119,289939,69517,1066.0,61066,28400
11132,Yun,China,342480,1758,72100,109829,20210119,289939,60752,1066.0,73583,74252
32447,Hai,China,270996,23166,204742,349,20210119,289939,92773,1066.0,30219,73125
5345,Guizhou,China,355081,13854,131274,47321,20210119,289939,159111,1066.0,40928,45660
21376,Tianjin,China,285561,4044,128702,716,20210119,289939,173212,1066.0,67830,56137
14078,Shanxi,China,224428,11156,237356,214925,20210119,289939,102999,1066.0,49571,46610
18566,Liaoning,China,304964,22144,14774,171846,20210119,289939,299382,1066.0,14233,62574
5450,Jilin,China,76223,4403,72619,190680,20210119,289939,104387,1066.0,47380,70907
21091,Hong Kong,Hong Kong,153953,34751,82035,82244,20210119,289939,103515,1066.0,69538,38892
13798,Xinjiang,China,55150,15560,22366,143378,20210119,289939,130562,1066.0,24504,11272
2105,Inner Mongolia,China,215067,8187,165668,76090,20210119,289939,313513,1066.0,73077,47832
18260,Ningxia,China,103862,32373,291751,58686,20210119,289939,164212,1066.0,83238,55142
10337,,Germany,254476,29826,160823,192732,20210119,289939,116378,1066.0,57236,32811
45532,,Kuwait,286110,35732,153930,171821,20210119,289939,132081,1066.0,80846,61619
7520,,Malaysia,280337,159,78519,105868,20210119,289939,294328,1066.0,56269,50287
34590,,Spain,328253,4840,227160,91854,20210119,289939,77289,1066.0,69870,17370
5088,,United Kingdom,176762,23127,8505,211068,20210119,289939,300836,1066.0,71449,37965
9130,Macau,Macau,193595,32064,10946,9608,20210119,289939,294823,1066.0,44150,41677
44437,From Diamond Princess,Australia,206971,292,221149,54802,20210119,289939,132418,1066.0,46799,45717
46374,,Switzerland,66835,6883,46402,156089,20210119,289939,188776,1066.0,31055,17982
49292,British Columbia,Canada,324047,17971,117333,35038,20210119,289939,166619,1066.0,8219,16929
45643,,Iraq,267744,34436,129509,227491,20210119,289939,84279,1066.0,72318,19112
44466,,Sweden,212729,12811,21053,182071,20210119,289939,332818,1066.0,20417,39028
19369,Ontario,Canada,327304,7021,37798,191954,20210119,289939,237804,1066.0,73720,59166
21467,,Austria,143412,32458,168598,187878,20210119,289939,196495,1066.0,49628,63152
4077,,Greece,94650,36415,62752,122828,20210119,289939,348741,1066.0,51072,39513
12721,,Israel,358268,14979,151821,202888,20210119,289939,183776,1066.0,81694,53944
39457,,Denmark,338564,15603,17253,24639,20210119,289939,261184,1066.0,17085,9065
48902,,Estonia,270050,15488,119044,62366,20210119,289939,146913,1066.0,65879,17061
28860,,Georgia,238509,3872,161243,201156,20210119,289939,126608,1066.0,21150,2438
24880,,Netherlands,49660,6625,265612,109665,20210119,289939,169155,1066.0,41758,23460
18788,,North Macedonia,67349,31082,131611,158881,20210119,289939,300548,1066.0,24793,37857
48133,,Norway,211979,9674,50948,161419,20210119,289939,101387,1066.0,35122,53358
47834,,Romania,75177,26104,172659,232822,20210119,289939,279306,1066.0,43915,46078
30723,,San Marino,204796,23945,176376,141142,20210119,289939,87023,1066.0,47556,42538
39359,Hubei,China,312573,36472,116518,228618,20210119,289939,308433,1066.0,13404,74260
1585,,South Korea,136036,22680,287690,86180,20210119,289939,274315,1066.0,47264,67503
4425,Guangdong,China,267804,12867,296779,161131,20210119,289939,186098,1066.0,28729,49844
3620,He,China,377926,17112,37167,12564,20210119,289939,60869,1066.0,76608,32002
41191,Zhejiang,China,272811,37380,56624,101977,20210119,289939,285931,1066.0,41792,43884
29845,Hu,China,168013,288,38824,33382,20210119,289939,83527,1066.0,53262,57891
1788,Anhui,China,177201,20203,103947,96598,20210119,289939,218222,1066.0,77277,71394
30414,Jiangxi,China,126089,16517,81716,146879,20210119,289939,125935,1066.0,37326,22040
46078,,Italy,192483,18889,293780,231526,20210119,289939,132058,1066.0,58925,75031
13210,Shandong,China,81210,32257,276450,112943,20210119,289939,100441,1066.0,41402,74793
3646,Diamond Princess cruise ship,Others,148911,5515,144840,183063,20210119,289939,339640,1066.0,74572,51904
40108,Jiangsu,China,242111,32251,206322,193959,20210119,289939,248764,1066.0,13884,12160
35566,Chongqing,China,210865,1245,295781,94129,20210119,289939,218838,1066.0,76668,9891
7702,Sichuan,China,39847,18019,187266,27569,20210119,289939,279009,1066.0,23851,47725
17472,Heilongjiang,China,89701,29490,99408,132501,20210119,289939,190645,1066.0,36340,46765
15958,Beijing,China,270814,421,45087,12430,20210119,289939,68984,1066.0,77639,65017
6328,,Iran,189873,19156,144223,179109,20210119,289939,122660,1066.0,78217,67025
9513,Shanghai,China,228498,12683,2820,98416,20210119,289939,244142,1066.0,33112,49903
25763,Hebei,China,99748,17745,75419,48607,20210119,289939,327538,1066.0,71431,36472
4898,Fujian,China,97983,18322,221577,74870,20210119,289939,105192,1066.0,81696,34685
15102,Guangxi,China,48651,9366,70007,131326,20210119,289939,311256,1066.0,50715,13338
20011,Shaanxi,China,164606,11796,49606,28139,20210119,289939,83196,1066.0,13042,15481
38848,,Japan,320735,11689,1085,30446,20210119,289939,79506,1066.0,54477,58674
12679,Yun,China,158592,36655,197646,119770,20210119,289939,180403,1066.0,77106,56800
3647,Hai,China,58685,9110,284255,150478,20210119,289939,302106,1066.0,39630,60973
21386,Shanxi,China,271235,35396,265819,1365,20210119,289939,217691,1066.0,58974,60637
16609,Hong Kong,Hong Kong,272858,12365,151082,57960,20210119,289939,297816,1066.0,82041,64560
30548,Jilin,China,361092,19571,50482,196701,20210119,289939,140519,1066.0,29255,38849
34392,Gansu,China,61306,13950,295121,74020,20210119,289939,268852,1066.0,80550,52044
16716,Xinjiang,China,4772,31813,76374,204278,20210119,289939,313317,1066.0,59486,6159
33266,Inner Mongolia,China,182448,12612,257167,164676,20210119,289939,61024,1066.0,29681,41154
18133,,Germany,89276,21081,214705,125286,20210119,289939,80924,1066.0,11114,8383
29683,,Kuwait,237034,8699,85342,47705,20210119,289939,152361,1066.0,13036,14873
12564,Unassigned Location (From Diamond Princess),US,335368,5795,194939,81095,20210119,289939,61450,1066.0,2671,53626
37860,,Thailand,24552,13324,138101,183607,20210119,289939,128954,1066.0,30422,24152
8588,,Bahrain,222041,29067,127217,153281,20210119,289939,87933,1066.0,41909,57173
26405,Taiwan,Taiwan,85894,29188,156259,84323,20210119,289939,106678,1066.0,80012,35579
17497,,Spain,146638,12881,282777,86449,20210119,289939,279887,1066.0,46174,68634
7413,,United Kingdom,373520,7408,21234,102608,20210119,289939,247469,1066.0,23356,61575
5527,,United Arab Emirates,292116,26095,184024,50459,20210119,289939,122720,1066.0,89142,75626
39077,,Norway,371429,1376,226388,92511,20210119,289939,265026,1066.0,61522,39443
14482,,Croatia,26316,29983,220474,181599,20210119,289939,283464,1066.0,78020,36235
39149,,Greece,45703,25441,58827,193172,20210119,289939,107765,1066.0,80408,40431
13723,,Israel,117183,17969,249398,33317,20210119,289939,147255,1066.0,82728,47742
6329,,Romania,376466,120,283713,91101,20210119,289939,272606,1066.0,70182,50741
47706,,Azerbaijan,344818,24215,254154,56656,20210119,289939,98433,1066.0,77673,71393
33694,,Belarus,116319,160,58053,197258,20210119,289939,252339,1066.0,76148,79287
43695,Quebec,Canada,50178,36472,234112,1995,20210119,289939,198002,1066.0,12362,49128
33540,,Egypt,61159,30117,279472,230208,20210119,289939,299549,1066.0,19455,25381
41468,,Iceland,207277,34359,43971,92794,20210119,289939,98975,1066.0,67732,42213
9207,,Lithuania,169969,26430,160523,221463,20210119,289939,210109,1066.0,87824,62313
21000,,Mexico,335835,33563,213206,73921,20210119,289939,112246,1066.0,34539,13936
25528,,Netherlands,268522,8205,150378,13994,20210119,289939,344030,1066.0,40193,65039
35951,,New Zealand,146587,12803,31872,112361,20210119,289939,228050,1066.0,25756,29132
32349,,Nigeria,162239,36963,197727,182470,20210119,289939,202231,1066.0,34710,63722
8010,,North Ireland,346833,12588,59599,65599,20210119,289939,124275,1066.0,74930,70719
27480,Massachusetts,US,211888,20090,282589,226578,20210119,289939,88777,1066.0,40309,16925
16898,Hubei,China,319871,34608,126733,26363,20210119,289939,145688,1066.0,67815,3859
37951,,South Korea,107465,18294,14411,214402,20210119,289939,335817,1066.0,62901,11736
33504,Guangdong,China,330829,14309,106918,189106,20210119,289939,74616,1066.0,46148,57412
10631,He,China,348941,2723,191977,8819,20210119,289939,115131,1066.0,25788,58438
37238,Zhejiang,China,138625,18340,46121,206026,20210119,289939,247754,1066.0,60687,52592
43933,,Italy,177789,16636,173257,152082,20210119,289939,177413,1066.0,25191,4620
30074,Hu,China,184285,3464,83828,109158,20210119,289939,279360,1066.0,24278,8960
20966,Anhui,China,246587,30242,94286,16634,20210119,289939,175759,1066.0,12744,28043
35521,Jiangxi,China,200780,29674,40054,89158,20210119,289939,169015,1066.0,69527,7223
91,Shandong,China,197894,28733,34473,226070,20210119,289939,145571,1066.0,80273,45620
1579,Diamond Princess cruise ship,Others,249876,1897,232741,43130,20210119,289939,246603,1066.0,61513,6142
1927,Jiangsu,China,121644,16902,39784,157726,20210119,289939,105202,1066.0,63543,60375
49353,,Iran,41618,20355,225460,125064,20210119,289939,305360,1066.0,22318,39305
5205,Chongqing,China,148927,6658,12052,33047,20210119,289939,163620,1066.0,63241,54164
43343,Sichuan,China,147861,24617,81863,154119,20210119,289939,319399,1066.0,70476,46220
14012,Heilongjiang,China,306939,36775,101268,186377,20210119,289939,253113,1066.0,49927,58099
39470,Beijing,China,75248,31866,156443,60291,20210119,289939,270623,1066.0,34117,29159
3406,Shanghai,China,376402,10395,159493,49404,20210119,289939,243050,1066.0,26158,55857
994,Hebei,China,36352,11771,258867,26258,20210119,289939,337455,1066.0,88158,36775
40968,Fujian,China,365922,29576,39290,100258,20210119,289939,150269,1066.0,26011,74807
676,Guangxi,China,155609,31092,257569,144745,20210119,289939,67856,1066.0,3494,58560
237,Shaanxi,China,275792,3831,30924,19062,20210119,289939,224977,1066.0,5398,18886
47242,,Japan,335802,108,50757,12157,20210119,289939,92639,1066.0,57524,76993
45139,Yun,China,317532,35508,15075,165186,20210119,289939,63413,1066.0,69406,10425
5446,Hai,China,62837,5342,684,215927,20210119,289939,281018,1066.0,6777,12188
18508,Tianjin,China,312485,9870,256905,154334,20210119,289939,190716,1066.0,85537,36615
21495,Shanxi,China,2417,28657,87473,67880,20210119,289939,169501,1066.0,44639,47002
10771,Liaoning,China,120337,16404,287275,103293,20210119,289939,125055,1066.0,81990,1998
3748,,Singapore,4646,17247,271564,73730,20210119,289939,107284,1066.0,17194,15046
14459,Hong Kong,Hong Kong,90713,30955,9329,158813,20210119,289939,175811,1066.0,32205,53877
48768,Jilin,China,156846,27790,253461,190574,20210119,289939,248115,1066.0,49608,41869
26289,,Germany,180847,17859,86731,59125,20210119,289939,118077,1066.0,28356,49283
19712,Xinjiang,China,333003,18407,171347,24522,20210119,289939,94322,1066.0,45432,12699
21143,Inner Mongolia,China,194839,18746,261500,142157,20210119,289939,264968,1066.0,79768,6437
37850,Ningxia,China,197322,11495,85479,26255,20210119,289939,192143,1066.0,78925,7290
2425,,Spain,260925,34947,228753,103473,20210119,289939,113396,1066.0,43357,78985
1892,,Thailand,35679,15583,157104,92547,20210119,289939,317550,1066.0,49844,37717
28986,,Bahrain,283225,30129,85293,226921,20210119,289939,241828,1066.0,14563,20773
1650,Taiwan,Taiwan,236804,36540,224677,5223,20210119,289939,239871,1066.0,66036,68629
28792,,Malaysia,155352,171,36775,98209,20210119,289939,303519,1066.0,63677,52374
25547,,United Kingdom,35226,8917,91137,3322,20210119,289939,199261,1066.0,23156,13736
28543,,United Arab Emirates,316422,16253,233803,189195,20210119,289939,103079,1066.0,75505,26501
49648,,Switzerland,7080,21997,297848,34572,20210119,289939,302811,1066.0,89633,8831
41312,,Norway,319966,27003,5678,199247,20210119,289939,129985,1066.0,14652,29747
32790,,Iraq,119111,37891,81576,149078,20210119,289939,315106,1066.0,86928,31058
35851,,Sweden,87311,1019,41136,146441,20210119,289939,289115,1066.0,53132,67756
26114,Ontario,Canada,4593,22380,188928,27039,20210119,289939,256180,1066.0,27018,8520
3137,Queensland,Australia,376654,16354,78062,196594,20210119,289939,151342,1066.0,51723,18946
28672,,Austria,96549,28214,184293,114303,20210119,289939,334190,1066.0,25092,9933
6610,British Columbia,Canada,134675,26368,298056,125167,20210119,289939,156198,1066.0,67520,42434
26827,Victoria,Australia,68513,20676,254874,206834,20210119,289939,338844,1066.0,11852,69601
35007,,Israel,231822,13844,90021,187916,20210119,289939,238177,1066.0,86066,60031
48688,,Croatia,211682,17297,235561,156984,20210119,289939,117849,1066.0,36737,65300
31293,,Netherlands,354412,23354,297200,107943,20210119,289939,203374,1066.0,80475,15704
1996,,Oman,271489,9388,52579,90142,20210119,289939,87644,1066.0,30374,15912
47552,Washington,US,376914,15627,94680,9139,20210119,289939,344736,1066.0,68492,16059
46599,,Lebanon,385521,24540,249682,201727,20210119,289939,144318,1066.0,65320,11035
49190,,Mexico,180818,7707,88992,52409,20210119,289939,191566,1066.0,45048,77929
9067,,Pakistan,246372,28247,33632,125233,20210119,289939,341222,1066.0,22899,37837
2746,South Australia,Australia,212559,14057,191331,226113,20210119,289939,277132,1066.0,80630,42095
29322,,Denmark,103630,15550,257541,203197,20210119,289939,287827,1066.0,11997,52491
33368,,Finland,35733,22575,109359,123644,20210119,289939,104109,1066.0,29056,56433
40320,Western Australia,Australia,80486,31047,117102,114910,20210119,289939,201169,1066.0,32129,61475
26475,,Brazil,302292,25953,272041,129972,20210119,289939,164888,1066.0,12138,76296
48938,,Iceland,95964,28590,106316,202108,20210119,289939,310435,1066.0,72277,66154
26107,,Ireland,267861,1589,72435,191894,20210119,289939,345897,1066.0,76635,42227
43150,,Luxembourg,165695,26664,283544,136501,20210119,289939,284594,1066.0,53708,51688
47765,,Monaco,13654,9843,269750,190664,20210119,289939,153034,1066.0,25952,4619
18541,,Qatar,294481,23127,28450,177970,20210119,289939,143713,1066.0,26840,76665
9969,Oregon,US,82851,7515,58549,224758,20210119,289939,251623,1066.0,36372,36242
48766,From Diamond Princess,Australia,340605,7233,148029,198016,20210119,289939,145743,1066.0,18314,17546
42794,Hubei,China,165615,10917,26618,158668,20210119,289939,251001,1066.0,20879,42736
13892,,South Korea,167952,14262,47317,36705,20210119,289939,280862,1066.0,72503,41658
13942,,Italy,62063,17087,242617,29235,20210119,289939,276520,1066.0,677,60563
22905,Guangdong,China,308597,17004,87985,54039,20210119,289939,167772,1066.0,13441,22966
17864,He,China,43007,18261,144170,10627,20210119,289939,317411,1066.0,81415,79816
47592,Zhejiang,China,317471,234,56224,225007,20210119,289939,85655,1066.0,41896,20444
46276,Hu,China,171831,15837,146866,227072,20210119,289939,303879,1066.0,69782,75009
8579,Anhui,China,174562,22076,158373,98277,20210119,289939,303297,1066.0,8978,38838
33208,,Iran,143375,17700,19525,222548,20210119,289939,132102,1066.0,42496,36188
45900,Jiangxi,China,73847,8044,55437,87369,20210119,289939,191996,1066.0,71415,36644
41794,Shandong,China,237021,4091,141599,32098,20210119,289939,334173,1066.0,62037,66813
4975,Jiangsu,China,146366,28449,84628,103668,20210119,289939,317499,1066.0,80449,57029
24085,Chongqing,China,148794,20617,24389,95672,20210119,289939,347380,1066.0,44757,72586
36834,Sichuan,China,258814,31667,219933,130606,20210119,289939,323647,1066.0,58558,65044
17174,Heilongjiang,China,26800,31433,299267,193960,20210119,289939,169008,1066.0,78740,32224
12834,Beijing,China,73672,38131,234984,121019,20210119,289939,296664,1066.0,71308,43584
28481,Shanghai,China,118812,12420,40331,156222,20210119,289939,209697,1066.0,38254,55752
40916,Hebei,China,246597,24235,273932,35093,20210119,289939,159508,1066.0,9883,70079
6103,Fujian,China,9079,9243,295811,135109,20210119,289939,274212,1066.0,64195,26605
9483,,Japan,201699,20825,234658,60355,20210119,289939,132414,1066.0,73942,9289
25237,Guangxi,China,63603,36429,228360,116230,20210119,289939,144283,1066.0,66547,73339
46213,Shaanxi,China,289629,38115,176059,62447,20210119,289939,100365,1066.0,27432,77248
40441,Yun,China,301464,35991,260782,217402,20210119,289939,282231,1066.0,3172,52393
44761,Hai,China,383884,26296,42690,85580,20210119,289939,265714,1066.0,13093,10741
11976,Tianjin,China,188062,17122,237604,116642,20210119,289939,172145,1066.0,56359,24481
12365,Shanxi,China,71628,21677,2110,222546,20210119,289939,104747,1066.0,23980,14493
18723,,Germany,314685,24532,191591,32648,20210119,289939,115776,1066.0,68718,20538
14641,Liaoning,China,265003,28818,27125,229382,20210119,289939,317178,1066.0,71746,74796
24933,,Singapore,360117,24435,279987,100287,20210119,289939,233703,1066.0,1398,58220
37169,Hong Kong,Hong Kong,62586,20684,38814,129524,20210119,289939,85410,1066.0,76476,34731
49139,Jilin,China,283692,28908,189107,7544,20210119,289939,238498,1066.0,61971,58345
13820,Gansu,China,287694,12866,2445,202488,20210119,289939,166571,1066.0,7599,35801
42449,,Spain,315357,15756,107819,134274,20210119,289939,163154,1066.0,21460,12798
36237,Xinjiang,China,367914,35721,217138,62951,20210119,289939,70654,1066.0,81182,19680
35156,Inner Mongolia,China,105939,14766,133042,66793,20210119,289939,207470,1066.0,56730,59066
28381,,Bahrain,192692,8471,121500,96373,20210119,289939,141441,1066.0,24858,36533
16833,,Thailand,152944,20205,254449,108491,20210119,289939,255201,1066.0,12078,4435
26616,Taiwan,Taiwan,74849,12629,105278,184289,20210119,289939,325540,1066.0,74182,76356
6970,,United Kingdom,118392,20999,151160,64663,20210119,289939,92651,1066.0,38370,48550
30800,,Malaysia,153382,31588,227818,153307,20210119,289939,294379,1066.0,11235,74899
38646,,Switzerland,239433,25549,208852,131351,20210119,289939,267102,1066.0,56118,68825
46689,,Iraq,57445,5439,121707,81871,20210119,289939,300298,1066.0,35898,62650
149,,Norway,380847,30679,185988,185974,20210119,289939,339333,1066.0,51769,38047
25869,,Austria,272794,32848,162632,115529,20210119,289939,247490,1066.0,16201,35685
14480,Ontario,Canada,73096,31820,137100,101467,20210119,289939,249203,1066.0,83308,52575
47409,,Sweden,192310,4920,74236,143568,20210119,289939,220715,1066.0,85612,14941
31407,,Israel,38983,28471,178050,40898,20210119,289939,95357,1066.0,47012,74209
15730,,Lebanon,310867,16811,98433,64796,20210119,289939,195635,1066.0,82769,60702
12406,,Netherlands,204590,23858,224762,200899,20210119,289939,70513,1066.0,37899,68995
19715,Washington,US,374395,7069,59971,118513,20210119,289939,171239,1066.0,63248,63598
48745,,Croatia,377474,8642,154788,230135,20210119,289939,220104,1066.0,34198,24196
21879,,Greece,370918,36628,106330,207683,20210119,289939,117255,1066.0,31266,46698
3882,New South Wales,Australia,132479,3349,140396,138952,20210119,289939,215553,1066.0,50734,75538
3241,,Ecuador,323926,849,161072,87982,20210119,289939,192922,1066.0,74821,42781
443,,Finland,81440,33972,123479,29075,20210119,289939,291492,1066.0,55511,50299
12347,,Mexico,377106,7780,81127,109706,20210119,289939,199780,1066.0,89586,50705
42647,,Denmark,180563,20315,237245,16648,20210119,289939,330662,1066.0,57043,61305
22751,,Azerbaijan,16813,24330,219586,102249,20210119,289939,213497,1066.0,76603,2020
5080,,Czech Republic,206997,17124,293837,124093,20210119,289939,165269,1066.0,25116,41851
10288,,Georgia,248336,8480,190190,185088,20210119,289939,77474,1066.0,70679,33511
13301,,Iceland,337559,15229,129853,48891,20210119,289939,209098,1066.0,86916,20204
38896,,Qatar,164773,20651,197971,73160,20210119,289939,198572,1066.0,65655,19405
6010,Illinois,US,169878,36773,170805,85652,20210119,289939,192765,1066.0,24210,62443
44066,Western Australia,Australia,301939,3219,286650,220989,20210119,289939,347103,1066.0,20218,78336
9386,,Belgium,276356,35376,122297,129919,20210119,289939,274325,1066.0,57857,71771
17911,,Egypt,21019,23378,17545,89506,20210119,289939,162355,1066.0,29657,48378
7021,,Armenia,139539,21368,191781,183474,20210119,289939,220150,1066.0,81473,61450
1476,,Dominican Republic,354354,16972,298923,186781,20210119,289939,189005,1066.0,40506,6508
26367,,Ireland,48074,408,52332,161152,20210119,289939,257449,1066.0,71348,10120
25196,,Luxembourg,345757,21575,224273,203222,20210119,289939,307738,1066.0,60413,37205
30603,,San Marino,326842,1882,63948,213183,20210119,289939,154033,1066.0,1077,35680
38793,Hubei,China,347347,37701,234289,152572,20210119,289939,73074,1066.0,13186,6461
47150,,South Korea,273487,36688,278944,26051,20210119,289939,341960,1066.0,43781,74488
23258,,Italy,338570,18564,193779,70601,20210119,289939,190080,1066.0,52881,62490
22195,,Iran,110220,24410,62443,86710,20210119,289939,339357,1066.0,87266,73554
15204,Guangdong,China,50553,21957,108848,203871,20210119,289939,114546,1066.0,33541,2926
2084,He,China,241801,6081,142139,19530,20210119,289939,101001,1066.0,32205,48775
6729,Zhejiang,China,245126,13651,106600,79666,20210119,289939,284160,1066.0,55907,46642
11366,Hu,China,239319,14942,32609,99973,20210119,289939,253761,1066.0,62796,53441
46097,Anhui,China,281724,26673,151473,51224,20210119,289939,75841,1066.0,238,9831
33856,Jiangxi,China,140237,27389,180119,90615,20210119,289939,243402,1066.0,82548,61775
1579,Shandong,China,43181,8697,246307,184678,20210119,289939,162615,1066.0,39579,77553
29779,Diamond Princess cruise ship,Others,117268,3446,10651,16013,20210119,289939,327188,1066.0,56182,26192
6717,Jiangsu,China,314172,19589,251699,25488,20210119,289939,130050,1066.0,73220,32870
49153,Chongqing,China,274408,12571,241714,107932,20210119,289939,270692,1066.0,28237,62362
6017,Sichuan,China,216051,34787,230719,145901,20210119,289939,76624,1066.0,28117,53581
16865,Heilongjiang,China,196884,7359,244970,131845,20210119,289939,229298,1066.0,64732,59257
17154,Beijing,China,205112,17653,27358,201119,20210119,289939,180919,1066.0,27902,40824
18949,Shanghai,China,235235,825,286382,194680,20210119,289939,163196,1066.0,52618,3314
17458,Hebei,China,170635,32914,115407,229736,20210119,289939,287486,1066.0,3630,78163
21722,Fujian,China,199508,37986,133175,203013,20210119,289939,207097,1066.0,28948,41309
40404,,Japan,33551,12584,96699,219390,20210119,289939,216685,1066.0,33964,47163
29524,Guangxi,China,89587,817,234743,130151,20210119,289939,181789,1066.0,76035,42358
3421,Shaanxi,China,339990,28339,117670,127052,20210119,289939,225117,1066.0,45303,34783
29715,Yun,China,297688,26995,296226,145843,20210119,289939,246021,1066.0,60413,42535
10125,Hai,China,191214,26935,184446,145492,20210119,289939,60648,1066.0,37864,32663
5461,,Germany,174829,36633,23997,174030,20210119,289939,267458,1066.0,52274,20618
6493,Guizhou,China,215594,5576,34951,158388,20210119,289939,103775,1066.0,45536,20573
33308,Shanxi,China,217840,28190,50045,17881,20210119,289939,163975,1066.0,49705,42058
23386,,Spain,66983,33279,215354,166104,20210119,289939,321294,1066.0,30803,37624
6456,,Singapore,70574,32408,178518,156652,20210119,289939,99390,1066.0,24847,49992
26057,Hong Kong,Hong Kong,11644,16219,116810,51852,20210119,289939,291866,1066.0,36925,26876
4673,Jilin,China,2532,26736,144973,29409,20210119,289939,183654,1066.0,89059,56096
6591,Gansu,China,245094,17122,232766,114295,20210119,289939,78044,1066.0,62023,39829
45252,Xinjiang,China,181387,23991,99942,178369,20210119,289939,118430,1066.0,28749,27725
17262,Inner Mongolia,China,323066,27175,291525,141754,20210119,289939,135584,1066.0,50031,26084
9958,Ningxia,China,356853,4821,114839,224957,20210119,289939,318672,1066.0,87551,52567
